,urls,authors,dates,headlines,contents
30,https://www.manilatimes.net/2021/03/02/news/latest-stories/covid-19-cases-surge-in-ncr/846780/,Red Mendoza,"March 2, 2021",Covid-19 cases surge in NCR,"The Octa Research Group on Tuesday expressed concern on the surge in Covid-19 cases in the National Capital Region, warning that the reproduction number is on an increasing trend and reversing it could be difficult. On Tuesday, the country logged 2,067 new virus cases, pushing the overall tally to 580,442. The group, which had tracked the number of Covid-19 cases, said that the uptick observed in some cities has become a “serious cause for concern.” It added that the period of negative growth rates has ended and that the trend has been reversed. Octa said the cities of Pasay, Quezon, Manila, Makati, Taguig, Malabon, Parañaque and Navotas have seen a surge in new cases, with Makati, Malabon, Navotas having daily attack rates of 7 per 100,000, putting them in the high-risk area. Pasay City had the highest attack rate — 21.75 cases per 100,000 population, The reproduction rate in the region is now at R0 (r-naught) = 1.5, suggesting increased transmissibility of the virus, much higher than the reproduction rate for the entire country at R0=1.2 The group said it is possible that the surge may have been caused by the rise in mobility as the economy reopened. It is also possible that the more contagious variants had spread in the region. Octa also observed case increases in Baguio City and La Trinidad, Benguet and Tabuk, Kalinga."
31,https://www.manilatimes.net/2021/03/02/news/deal-reached-to-get-california-children-back-in-classrooms/846702/,Associated Press,"March 2, 2021",Deal reached to get California children back in classrooms,"ELK GROVE, California: The majority of California’s 6.1 million public school students could be back in the classroom by April under new legislation announced Monday by Gov. Gavin Newsom and legislative leaders. Critics panned the plan as inadequate. Most students in the nation’s most populous state have been learning from home for the past year during the pandemic. But with new coronavirus cases falling rapidly throughout the state, Newsom and lawmakers have been under increasing pressure to come up with a statewide plan aimed at returning students to schools in-person. If approved by the Legislature, the plan announced Monday would not order districts to return students to the classroom and no parents would be compelled to send their kids back to school in-person. Instead, the state would set aside $2 billion to pay districts that get select groups of students into classrooms by the end of the month. Crucially, the legislation does not require districts to have an agreement with teachers’ unions on a plan for in-person instruction. That’s a barrier that many districts, including the nation’s second-largest district in Los Angeles, have not been able to overcome. It also does not require all teachers be vaccinated, as teacher unions had urged and that could take months given the nation’s limited supply of vaccine. The legislation would make it state law that 10 percent of the state’s vaccine supply be set aside specifically for teachers and school staff. “You can’t reopen your economy unless you get your schools reopened for in-person instruction,” said Newsom, who announced the deal with state Senate President Pro Tempore Toni Atkins and Assembly Speaker Anthony Rendon at an elementary school in the Elk Grove Unified School District just south of Sacramento. The district, one of the first in the country to halt in-person learning last year because of the coronavirus, plans to return to in-person instruction later this month. The state’s two largest teachers unions mostly praised the agreement, with California Federation of Teachers President Jeff Freitas calling the prioritization of vaccines for teachers “a huge victory.” Kevin Gordon, a lobbyist representing many of the state’s school districts, called the plan “a grand slam home run,” saying it “dismantled every impediment to reopening that we’ve had so far.” The announcement comes at a critical time for Newsom, who could face a recall election later this year fueled by anger over his response to the pandemic. Kevin Faulconer, the former Republican mayor of San Diego who already has announced his candidacy, said the plan Newsom announced “isn’t even close to good enough for our kids and teachers.” In this Feb. 25, 2021 file photo, Assistant Principal Janette Van Gelderen (left) welcomes students at Newhall Elementary in Santa Clarita, California. AP PHOTO “For months, Newsom has ignored science and left public schools across our state shuttered while private schools are open,” Faulconer said. “For him to tout this as an accomplishment after months of inexcusable failures shows how out of touch he is, and why he should be recalled.” In addition to the $2 billion, the legislation would give all school districts access to $4.6 billion to help students who have struggled with learning from home. Districts could use this money to add another month to the school year or they could spend it on counseling and tutoring for students who need the most help. To get their slice of the $2 billion, districts in counties under the state’s most restrictive set of coronavirus rules — known as the purple tier — must offer in-person learning for transitional kindergarten through second grade, plus certain vulnerable students in all grades. This includes students who are disabled, homeless, in foster care, learning English, don’t have access to technology or are at risk of abuse and neglect. Counties in the next group, known as the red tier, must offer in-person instruction for all elementary school grades, plus at least one grade each in middle and high schools. With new coronavirus cases falling, Newsom said he expects most counties to be in the red tier by the end of the month. Districts that meet the March 31 deadline get full compensation based on a complicated formula, while those that meet the standards after April 1 get less money. Districts that fail to have children back in classrooms before May 15 won’t get any money. The bill does not say how long students must be in the classroom each week. That concerns Jonathan Zachreson, founder of the parent group Reopen California Schools, who says districts could offer classroom instruction for a few hours one day per week and still get the money. He predicted many parents will get excited reading headlines from Monday’s announcement, only to end up frustrated. “It does not compel any school district to open other than just bribing them with extra money,” he said. “We need to have higher standards for what in-person learning means.” Newsom dismissed those concerns, saying he is “confident people won’t be gaming the system that way.” Cecily Myart-Cruz, head of United Teachers Los Angeles, said she worries the state plan would benefit schools in wealthier neighborhoods where the coronavirus is less prevalent. “This would send extra dollars to affluent areas that are able to reopen because of low infection rates, leaving students from low-income communities of color behind,” she said. Megan Bacigalupi, a parent advocate with Open Schools California, said she worried there was no urgency to get middle and high school students back to classrooms, noting the agreement does not require all of those students to return for in-person learning. “Framing this as a reopening deal is blind to the fact that there will be kids that will not be back in school this year,” she said. California Teachers Association President E. Toby Boyd praised the legislation for recognizing the union’s safety concerns, which were broadcast to state residents in television ads that started running last month. But he criticized the plan for only requiring coronavirus testing in schools located in counties where the coronavirus is the most widespread."
32,https://www.manilatimes.net/2021/03/02/news/new-cases-of-uk-south-african-variants-detected-in-ph/846701/,Red Mendoza,"March 2, 2021","New cases of UK, South African variants detected in PH  ","Thirty new cases of the B117, or the so-called United Kingdom variant of the coronavirus disease 2019 (Covid-19) have been detected in the country, alongside the first six cases of the B1351 or the South African variant and two cases with mutations of interest, the Department of Health said on Tuesday. The new cases were part of the eighth batch of 350 samples sequenced by the Philippine Genome Center in the past week. The B1351 variant, which is said to have a higher transmissibility and has a potential impact on vaccine efficacy, was detected in three local cases in Pasay City, two returning Overseas Filipinos from United Arab Emirates and Qatar, and one unverified person. Two of the Pasay cases are active and are being managed by the city, while the last one, a 40-year-old male, has recovered. Separately, 30 new cases of the UK variant were reported, which include 20 returning Filipinos from the Middle East, Singapore, and the United States; three local cases from the Cordillera Administrative Region and seven others. This puts the total number of B117 cases at 87. Two samples from the Central Visayas region have also been detected with mutations of interest, the N501Y and the E484K mutations that is also attributed with higher infection rate. Health Undersecretary Maria Rosario Vergeire said there is yet no evidence of possible community transmission of these variants."
33,https://www.manilatimes.net/2021/03/02/news/headlines/expert-no-time-to-be-choosy-with-vaccine/846670/,Red Mendoza,"March 2, 2021",Expert: No time to be choosy with vaccine,"Second of two parts
Even with the mass inoculation for the coronavirus disease 2019 (Covid-19) finally underway, the government still has not fully convinced majority of the people to get their shots. Standing in the way are prevailing perceptions about the risks of getting vaccinated and the efficacy of some vaccines. NO FAN OF NEEDLES A personnel at the Dr. Jose N. Rodriguez Memorial Medical Center and Sanitarium in Caloocan City braces for the prick of the needle during the initial inoculation of health workers on March 1, 2021. PHOTO BY RENE H. DILAN But a member of the Department of Science and Technology’s Vaccine Expert Panel warned in an online interview with The Manila Times that this was not the time to be choosy when it came to a Covid-19 vaccine because the virus had already mutated. Dr. Nina Gloriani, a microbiologist, believes that any of the three vaccines approved for use in the country is capable of providing protection against infection. Given the green light for emergency use in the Philippines are Pfizer and BioNTech tozinameran’s Cominarty, AstraZeneca’s AZD1222, and Sinovac Biotech’s CoronaVac.
CoronaVac has the lowest efficacy rate at 61 percent, while Cominarty has the highest at 95 percent. For Gloriani, the detection of Covid-19 variants and mutations in parts of the country means that the government must waste no time in immunizing as many people as it can. The Department of Health plans to vaccinate at least 70 million people before the end of this year to achieve herd immunity, the percentage of the population that has to be vaccinated to reach an acceptable threshold of protection against the virus. “Para sa akin, kung ano ang mauna d’yan, kung high-risk ka for exposure to Covid, you take the vaccine, a 50-percent efficacy is better than zero. Hindi tayo pwedeng mag-wait nang matagal, dahil ang variants nandito na (For me, whatever vaccine is the first to be rolled out and if you have a high-risk exposure to Covid, you have to take it, as a 50-percent efficacy is better than zero; and we cannot wait for too long since the variants are already here),” Gloriani said. The emergence of variants will affect the efficacy of the vaccines, although manufacturers were modifying their vaccine formulations to create booster shots against the mutations, she said. To prevent mutations from affecting vaccine efficacy, the public must continue to practice health precautions such as wearing face masks and face shields, physical distancing and continued hygiene. “Kung ang tao, nag-iingat mabuti, wala nang pupuntahan ang virus kasi ang virus, habang may malilipatan na buhay na cells, dadami s’ya at dadami; at habang siya ay nagre-replicate, mataas ang mutation nya kaya dapat mapigil ang transmission (If people are really being careful, the virus will not be able to transfer itself. So long as it moves to a living cell, it will multiply until it replicates and create a mutation. So, it is imperative that we prevent transmission),” Gloriani said. She added that relying solely on a vaccine’s efficacy rate could be misleading, since the rate could differ widely during clinical trials for a specific sector such as health care workers, adults aged 18 to 59 years old, or senior citizens. “If you test the vaccine in a general population where the exposure to Covid is lower, tataas ang efficacy mo, maiiba iyun,” she explained. Such was the case for the CoronaVac, which posted a 50.4-percent efficacy among health care workers in a clinical trial in Brazil. “At the time of the clinical trial, ang taas ng kaso ng Covid cases sa Brazil…if you are talking about 10,000 na binigyan ng bakuna — kalahati placebo — puro health care workers ‘yun and in a situation na mataas ang cases, mataas din ang possibility or probability na magkaka-Covid sila so mataas ‘yung gan’ung scenario (the Covid cases in Brazil were already high…so if you are talking about the 10,000 people who were given shots — half of which were placebo — all of them were health care workers who were in situations where there prevalent cases, they had a high probability of being infected with Covid, that scenario is hugely [expected]),” Gloriani said. The 50-percent efficacy threshold for Covid vaccines set by the World Health Organization was based on the different attack rates of the virus across the globe. In the end, what counts most is the protection the vaccine provides against the most severe infection. “With a pandemic vaccine, hindi natin expect na mapo-protektahan ang lahat, pati mild, moderate, severe, but what we are after, na ma-protektahan against the severe form of the disease, kasi ayaw natin may mamatay, may ma-critically ill kasi ‘yung health care system, papanik din ang ating resources doon (we still cannot expect to protect everyone, including those with mild, moderate and severe cases, but what we are after is to protect them against the severe form of the disease because we do not want health workers to die or be critically ill and to experience a strain in our health care resources),” Gloriani said."
34,https://www.manilatimes.net/2021/03/02/news/national/vaccine-gives-us-hope/846668/,None,"March 10, 2021",‘Vaccine gives us hope’,"Some of the health workers who were inoculated against Covid-19 on Monday expressed relief for having some protection from the respiratory illness that has claimed millions of lives worldwide. Dr. Eileen Aniceto, a pulmonologist and head of the emergency and outpatient department at the Lung Center of the Philippines, shared that the vaccine gave them hope, saying, “This is giving us hope as far as health care workers are concerned. Every day there is the chance of getting the disease.” FOR SAFEKEEPING A pharmacist stores vials of anti-Covid vaccine at a cold storage machine at the Sta. Ana Hospital inManila on March 1, 2021. Doses of vaccines will be distributed to more hospitals this week. PHOTO BY MIKE ALQUINTO She added that she did not want to wait any longer and wanted to get vaccinated with the first available vaccine that would arrive in the country. “Ayoko nang maghintay (I don’t want to wait); there is always a threat of getting Covid. There is also the threat of dying from Covid, with so many vaccines available. There are many efficacies available, but for preventing them, they are all the same,” she told The Manila Times minutes before she was inoculated. Twenty other medical professionals at the Lung Center received their jabs. Aniceto, who was vaccinated by Health Secretary Francisco Duque 3rd, joked that being inoculated by the Health chief made her feel like a guinea pig. Aniceto said she listened to infectious disease experts such as Dr. Edsel Maurice Salvana and Dr. Rontgene Solante before deciding to be vaccinated. “They studied all the scientific data and I will trust their judgment is enough to put my faith on. And I am hoping that by being the first one in Lung Center, I hope to give that message to everyone also,” she added. Nursing aide Jove Erdadan, meanwhile, said he wanted to be protected against Covid-19 and that he trusted the vaccine. Eleazar Sobinsky, president of the Lung Center of the Philippines Employees Association,
refused to take any vaccine made in China. He said he would wait for a vaccine made either in Russia or the United States. The police and the military had their own vaccination rollouts, with two persons who received their first doses exhibiting “very mild” reactions. In the military, the first to get the vaccine was Col. Fatima Claire Navarro, commanding officer of the V. Luna Medical Center. Her first dose of CoronaVac was also administered by Duque. Defense Secretary Delfin Lorenzana, Cabinet Secretary Karlo Nograles and Quezon City Mayor Josefina Belmonte witnessed the rollout at the V. Luna Medical Center. Navarro said she did not feel any adverse effects afterwards and the injection itself did not cause any pain. “I didn’t feel anything different after the vaccination. No feeling of heaviness, nothing painful and even the injection, there was nothing unusual,” she told reporters. She noted that they had studied all vaccines and their possible reactions and found all of them offered “appropriate” protection from the virus. “Now, what’s important is the timeliness,” Navarro said. “It’s important that we will save our fellow countrymen’s lives, our lives and our family’s lives against Covid-19.” Vaccination for military personnel is mandatory. Those who refuse face sanctions under the Articles of War 105. In Camp Crame, BGen. Luisito Magnaye, head of the Philippine National Police’s Health Services Command, was the first to receive the vaccine. He said he did not feel anything unusual, but pointed out that 24 hours were needed to monitor possible effects. At the Veterans Memorial Medical Center, two hospital personnel were taken to the
emergency room after experiencing “very mild” effects. The two unidentified workers developed rashes, but hospital Director Dominador Chiong said they recovered after receiving medication. Other ranking government officials and health experts who attended the vaccination rollout at PGH also received their shots. Among them was the Department of Health’s Technical Advisory Group member and infectious disease expert Edsel Salvana. “I’m alive! Arm hurts but that’s just my immune cells getting ready to churn out anti-Covid antibodies. [Number] 2 to get vaccinated in the Philippines!” Salvana said on Facebook. Food and Drug Administration Director General Eric Domingo was also vaccinated. He said because the syringe was small and the nurses at PGH were experts at inoculation, he hardly felt the shot. Metropolitan Manila Development Authority (MMDA) chief Benhur Abalos was also vaccinated. He said the death of his mother from the virus inspired him to have the inoculation. Corazon Abalos, the wife of former Commission on Elections chairman Benjamin Abalos Sr., died in January. The MMDA chief had also tested positive for the virus, contracting it from his mother. “Don’t let yourself remain unvaccinated. The more individuals who will be inoculated, the earlier our fight against this disease will end,” he said. Manila Mayor Francisco Do-magoso attended the event but did not get a shot, saying health care workers should be prioritized."
35,https://www.manilatimes.net/2021/02/28/news/latest-stories/ph-logs-2113-new-covid-cases/846194/,John Eric Mendoza,"February 28, 2021","PH logs 2,113 new Covid cases","THE Department of Health reported 2,113 new Covid-19 cases on Sunday, for a total of 576,352. It said that 29,763 cases were active. Twenty-nine more patients succumbed to the virus, bringing the death toll to 12,318. Meanwhile, 9,418 patients recovered, pushing the number of recoveries to 534,271. The global cases of the respiratory disease reached 113.7 million, with 2.5 million deaths."
36,https://www.manilatimes.net/2021/02/28/news/latest-stories/lawmaker-seeks-media-help-on-covid-19-vaccine-info-campaign/846187/,"Reina C. Tolentino, TMT","February 28, 2021",Lawmaker seeks media help on Covid-19 vaccine info campaign,"Quezon City 5th District Rep. Alfred Vargas called on the media to help the government in its vaccine information campaign. Vargas said that the dissemination of correct information is crucial in reversing vaccine hesitancy. “I call on the members of the KBP (Kapisanan ng mga Brodkaster ng Pilipinas) and print organizations to join hands with the government in a united effort to convince our people and promote vaccine confidence,” the lawmaker said. The chairman of the House of Representatives’ Committee on Social Services called on the Inter-Agency Task Force for the Management of Emerging Infectious Diseases, the Department of Health and the Department of Social Welfare and Development to mobilize social workers in helping convince communities on the need for a Covid-19 vaccination. “Our social workers and also our teachers are the most credible members of the communities apart from the mayor, people listen to them. If we can harness their expertise to help, we should do so! Our efforts must be united,” Vargas said. Recent research showed that majority of Filipinos are hesitant to be vaccinated. Dr. Lulu Bravo, Executive Director of the Philippine Foundation for Vaccination, said that more people would be willing to get inoculated if they are provided the correct information on the effects of the vaccines."
37,https://www.manilatimes.net/2021/02/28/second-headline/govt-to-expedite-mass-vaccination-program-go/846183/,Bernadette E. Tamayo,"February 28, 2021",Govt to expedite mass vaccination program – Go,"SEN. Christopher “Bong” Go said the government will expedite the Covid-19 mass inoculation program which will be rolled out in March. He gave assurances on the equitable distribution of vaccines nationwide. The first batch of vaccines is set to arrive on Monday, March 1. “This is just the start. We need to do more. We need to accelerate the vaccination program in a safe, sure and secure manner,” Go said. He said that President Rodrigo Duterte wants to distribute the vaccines in “strategic places” such as in Vicente Sotto Memorial Medical Center in Cebu City and Southern Philippines Medical Center in Davao City. The first round of vaccinations will begin in the first week of March."
38,https://www.manilatimes.net/2021/02/28/news/headlines/health-care-workers-can-choose-vaccine/846160/,"Catherine S. Valente, TMT","February 28, 2021",Health care workers can choose vaccine,"HEALTH workers will not lose their priority status even if they refuse to be inoculated with the vaccine for the coronavirus disease 2019 (Covid-19) that will be arriving from China this Sunday, Malacañang spokesman Harry Roque Jr. said. Palace spokesman Harry Roque Jr. TMT file photo Speaking in Filipino during an interview with state-run PTV 4 on Saturday, Roque said the “change in protocol” also meant that the health workers could wait for their preferred brand. Roque gave the assurance as 600,000 doses of CoronaVac, the first batch that the Philippines will be receiving from its manufacturer Sinovac Biotech Ltd., and 525,600 doses from British-Swedish drugmaker AstraZeneca through the Covax Facility will be arriving on Sunday and Monday, respectively. It also came a day after health personnel from the Philippine General Hospital protested against the government plan to inoculate them with the Chinese-made vaccine and demanded that they be given “the safest dose” with the “highest efficacy rate” although they did not name a specific brand. The Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID) had approved the recommendation of the National Immunization Technical Advisory Group and the Department of Health’s Technical Advisory Group to allow the administration of Sinovac vaccines to frontline medical workers. The IATF-EID’s approval comes despite results of clinical trials showing that the Sinovac vaccine only has a 50.4-percent efficacy rate among health care workers exposed to Covid-19. The Palace official clarified that the new rule would only apply to health care workers because of the condition stipulated in the Emergency Use Authorization (EUA) that the Food and Drug Administration (FDA) issued to Sinovac. “Pang-health care workers lang po iyan. Sa lahat po, kinakailangan po talaga kung ano ang naririyan ay tatanggapin natin (That’s just for health care workers. So, the rest must accept whatever vaccine is available),” Roque said. Nonetheless, Roque said no one would be forced to take CoronaVac. The FDA had allowed the emergency use of CoronaVac on healthy individuals aged 18 to 59 not including health care workers. On Wednesday, Roque said the government decided to administer the Sinovac vaccine to “economic frontliners” from 18 to 59 years old. He said Cabinet officials and even Vice President Maria Leonor “Leni” Robredo might also be among the first in line to receive the vaccines from Sinovac. Roque said the government was “excited” over the delivery of the vaccines with President Rodrigo Duterte himself personally attending the ceremony prepared at the Villamor Airbase in Pasay City on Sunday afternoon. AstraZeneca, too A day after the arrival of the Sinovac vaccines, the first round of the allocated doses from AstraZeneca from the Covax Facility will be arriving at noontime on Monday, Roque announced late Saturday in a statement. “This forms part of the 44 million doses of Covax to inoculate 20 percent of our population,” he said. Roque thanked the co-leaders of the Covax Facility — World Health Organization, the Global Alliance for Vaccines and Immunization, the Coalition for Epidemic Preparedness Innovations and the United Nations Children’s Fund — toward this end. The Philippines stands to get 9.4 million doses from AstraZeneca and US drugmaker Pfizer-BioNTech through the Covax Facility, vaccine czar Carlito Galvez Jr. had said. The FDA has previously granted EUAs to both Pfizer and AstraZeneca vaccines. MMDA ready In anticipation of the arrival of the Sinovac vaccines, the Metropolitan Manila Development Authority (MMDA) announced on Saturday that it was ready to deliver the first batch of vaccines to their destinations. MMDA Chairman Benjamin Abalos Jr. said the vaccines would initially be stored at the Health department’s cold storage warehouse in Marikina City. Abalos said during the Laging Handa public briefing on PTV-4 that the MMDA’s Bus Carousel along EDSA or its adjoining lane would be used to hasten the delivery of the vaccines to at least 30 hospitals. Abalos said based on their simulations, they might be able to make the deliveries from the warehouse to the different hospitals in Metro Manila where the vaccines would be administered earlier than expected and advised motorists passing through the same route to give way to the six 40-foot container vans."
39,https://www.manilatimes.net/2021/02/28/opinion/editorial/confident-of-rebound-despite-challenges/846098/,The Manila Times,"February 28, 2021",Confident of rebound despite challenges," Economic managers, along with others monitoring the country’s pulse, remain confident of a healthy rebound this year. This is welcome news, given that gross domestic product (GDP) contracted 9 percent in 2020, mainly because of the response against the coronavirus pandemic that has killed some 2.5 million people worldwide. FIRST FOR THE YEAR (Clockwise from top left) Bangko Sentral ng Pilipinas Gov. Benjamin Diokno, BDO Capital & Investment Corporation President Eduardo Francisco, Finance Secretary Carlos Dominguez 3rd and former finance secretary and Asia Pacific Credit Suisse Managing Director Jose Isidro Camacho speak during The Manila Times’ economic forum, Rising from the ashes: From Pan-Asian to pan-global, on Feb. 26, 2021. SCREENGRABBED FROM THE EVENT At The Manila Times economic forum on Friday, Finance Secretary Carlos Dominguez 3rd sees a GDP growth of between 6.5 percent and 7.5 percent this year, the same forecast that was announced earlier. Central bank Governor Benjamin Diokno said inflation would be “benign” despite moves to ramp up consumer spending and the cost-push price increases seen recently. Former Finance secretary Jose Isidro Camacho, now the Credit Suisse Asia-Pacific managing director and vice president in Singapore, pointed out that the Philippines stood to benefit from its inclusion in Asean or Association of Southeast Asian Nations. That regional bloc, he added, was expected to grow 6 percent this year. And finally, Eduardo Francisco, BDO Capital and Investment Corp. president, said Philippine firms were generally healthy enough to weather the pandemic’s effects. Assumptions and caveats For the most part, we agree with the rosy outlook. But as in any forecast, certain assumptions were made. There were also a few caveats mentioned by the forum’s speakers, particularly related to the Covid-19 vaccines and the quality of recovery expected, that policymakers and other national leaders should not ignore. First, Secretary Dominguez mentioned that Congress needed to pass as many as 14 pieces of legislation certified as “priority” because of their role in economic recovery. Among the priority bills is Guide — Government Financial Institutions Unified Initiatives to Distressed Enterprises for Economic Recovery. Urgent amendments were also needed in the Foreign Investment Act, Public Service Act and Retail Trade Liberalization Act. These, the secretary added, would complement the country’s participation in the RCEP, the Regional Comprehensive Economic Partnership, the largest multilateral trade agreement in the world. Whether Congress will buckle down to work on these proposals amid the distractions from the upcoming elections is yet to be seen. We should be vigilant against and intolerant of delays. Speaking of RCEP, Mr. Camacho was bullish about that multilateral agreement but explained that the dividends from it would not be seen soon. Meanwhile, the government has to do better in acquiring Covid-19 vaccines. We agree. As we pointed out many times in this space, the Philippine economy is consumption-led. Personal spending accounts for about 70 percent of GDP. And so, an economic recovery effort has to be anchored on easing the quarantine measures and bolstering consumer confidence by ensuring public health safety. The way to do that is to inoculate enough Filipinos to establish herd immunity. Regrettably, vaccines are proving to be difficult to acquire, a situation resulting from the perilous combination of global supply issues and poor administration of this health crisis. Worse, the slow vaccine rollout, which hopefully starts today, exacerbated the wealth gap, as well as the divide between the politically connected and others without similar connections. That matters and not only because viruses do not discriminate according to income brackets and political camps. Of course, there is labor. Most workers will not qualify to be among those on the priority list of people to be inoculated. If workers remain unprotected from the virus, restarting industries will be a struggle. There are also small enterprises, which are more vulnerable to the economic fallout. Micro, small and medium enterprises (MSMEs) account for more than 96 percent of all registered firms in the country. MSMEs also employ 62.4 percent of the labor force, and they contribute 35.7 percent of the value added and 25 percent of export revenues.
To be fair, the Duterte government’s mantra is to “heal as one.” That sounds reassuring, but not everyone appears to be on the same page, so to speak. Instead, many seem more Darwinian — that is, survival of the fittest in terms of wealth and privilege. National leaders need to address these inequities, if the rosy economic forecasts mentioned earlier are to be realized."
40,https://www.manilatimes.net/2021/02/28/news/regions/covid-19-victims-get-cash-assistance/846022/,Frederick Silverio,"February 28, 2021",Covid-19 victims get cash assistance,"THE Bulacan provincial government has provided more than P13-million financial assistance to the families of Bulakenyos who died of Covid-19 in accordance with a provincial ordinance. On Friday, Gov. Daniel Fernando personally handed over checks worth P30,000 each to the family of the deceased under Provincial Ordinance 86-2020. According to Provincial Social Welfare and Development chief Rowena Joson-Tiongson, the financial assistance is contained in the said ordinance, enacted in May 2020 at the height of the pandemic. “Mahirap at masakit ang mawalan ng mahal sa buhay. Hindi po natin alam at walang makapagsasabi kung ano ang mangyayari sa atin sa susunod na mga araw kaya huwag makalimot na magpasalamat at manalangin sa Diyos. Kami po ay palagi naririto at handang dumamay (It is difficult and painful to lose a loved one. We can never tell what will happen to us in the following days, which is why we should remember to give thanks and pray to the Lord. We public servants are always here and ready to sympathize),” said Fernando. The governor continues to call on his fellow Bulakenyos to observe health and safety protocols. Currently, Bulacan has a total of 12,608 Covid-19 cases, 701 of which are active cases and 446 are recorded as dead."
41,https://www.manilatimes.net/2021/02/27/news/palace-astrazeneca-vaccines-to-arrive-in-ph-on-march-1/846175/,"Catherine S. Valente, TMT","February 27, 2021",Palace: Astrazeneca vaccines to arrive in PH on March 1,"THE first batch of British-Swedish drugmaker AstraZeneca’s coronavirus shots from the Covax facility will arrive in the Philippines on Monday, Malacañang said.. Palace spokesman Harry Roque Jr. said the 525,600 vaccine doses from the Covax facility would arrive “around noontime, as part of the first round of allocated doses from the Covax facility”. Roque said the initial delivery forms “part of the 44 million doses of Covax to inoculate 20 percent” of the population. Roque thanked the World Health Organization, the Global Alliance for Vaccines and Immunization, the Coalition for Epidemic Preparedness Innovations and the United Nations Children’s Fund toward this end. “We are grateful to everyone — from our medical frontliners to our fellow Filipinos and foreign partners — who stand by us in this challenging time,” he said. “Together, we will heal and recover as one nation and one people,” the Palace official added. The Philippines stands to get 9.4 million doses from AstraZeneca and US drugmaker Pfizer-BioNTech through Covax facility, vaccine czar Carlito Galvez Jr. had said. About 5.5 million of the 9.2 million doses are expected from AstraZeneca, whose initial delivery was scheduled mid to late February. On the other hand, 117,000 doses will come from Pfizer-BioNTech. The country’s Food and Drug Administration (FDA) has previously granted emergency use authorizations (EUAs)to both Pfizer and AstraZeneca vaccines. The Philippine government is also set to receive the first batch of the Sinovac vaccines from China at 5 p.m. at the Villamor Air Base in Pasay City today, February 28. The Philippines, which has logged more than 570,000 Covid-19 cases, aims to inoculate up to 70 million individuals to achieve herd immunity against the coronavirus."
42,https://www.manilatimes.net/2021/02/27/news/ph-logs-highest-number-of-covid-cases-in-4-months/846176/,Red Mendoza,"February 27, 2021",PH logs highest number of Covid cases in 4 months,"THE Department of Health (DoH) said the Philippines logged 2,921 cases of the coronavirus disease 2019 (Covid-19) on Saturday, the highest since Sept. 28, 2020, when the country recorded 3,063 infections. Since Jan. 31, 2020, there is now a total of 574,247 infections in the country, the second highest in Southeast Asia. Of the 37,093 cases that are active (6.5 percent of the total), almost 96 percent are mild, moderate and asymptomatic cases, while the rest are severe and critical. A total of 293 people were added to the recovery list, for a total of 524,865, while 44 were added to the death toll, for a total of 12,289. Nine of the 293 new fatalities were previously tagged as recoveries but were later added to the list of those who have died after final validation. Of the 23,011 tests reported on Friday, 1,800 turned out positive, pushing the country’s positivity rate to 7.8 percent. The Philippines is due to receive its first batch of Covid vaccines — 600,000 doses of Sinovac’s CoronaVac — that will be immediately administered to frontline health workers next week."
43,https://www.manilatimes.net/2021/02/27/news/palace-metro-manila-9-other-areas-remain-under-gcq-in-march/845872/,"Catherine S. Valente, TMT","February 27, 2021","Palace: Metro Manila, 9 other areas remain under GCQ in March","METRO Manila and nine other areas in the country will remain under general community quarantine (GCQ) status for the entire month of March, Malacañang announced on Saturday. Palace spokesman Harry Roque Jr. said Duterte on Friday retained the GCQ classification of the National Capital Region, Baguio City and Davao City until March 31. Also under GCQ are, for Luzon, Batangas and some areas in the Cordillera Administrative Region which include Apayao, Kalinga and Mountain Province; Tacloban City for the Visayas; Iligan City and Lanao del Sur for Mindanao, he said. The rest of the country, meanwhile, will be under modified general community quarantine (MGCQ). “The above mentioned risk-level classifications will take effect starting Monday, March 1 until March 31, 2021,” Roque added. The new community quarantine classifications came days after Duterte rejected the proposal to place the country under MGCQ until the country’s Covid-19 vaccination program has started. Nine of 17 mayors in the capital region had backed a shift to MGCQ by March, which marks a year since the country was first placed under quarantine. Metro Manila, which accounts for about a third of the country’s gross domestic product, has been under GCQ since August 2020, with stricter lockdowns enforced in the earlier months as Covid-19 infections rose. To date, the country recorded 568,680 Covid-19 cases, with 524,042 recoveries and 12,201 deaths. The country has yet to receive any Covid-19 shot, with which it hoped to launch its vaccination drive this month, and cover up to 70 million people or two-thirds of the population through the year. The Palace has announced that the first batch of China’s Sinovac Biotech vaccines would arrive in the Philippines on Sunday. The President will personally witness the arrival of the vaccines. The Food and Drug Administration (FDA) recently cleared the Sinovac vaccine for emergency use. However, Sinovac is not recommended for healthcare workers and senior citizens due to its 50 percent efficacy rate. Sinovac is the third vaccine brand to receive emergency use authorization after Pfizer and AstraZeneca vaccines."
