urls,titles,authors,published_dates,articles_content,news_org
https://www.sunstar.com.ph/article/1888172/Cebu/Local-News/Medical-workers-60-and-above-will-be-first-to-receive-AZ-vaccine,Medical workers 60 and above will be first to receive AZ vaccine,,"March 08, 2021","MEDICAL workers who are senior citizens will be first in line to be injected with the 20,000 doses of the AstraZeneca (AZ) vaccine against coronavirus disease 2019 (Covid-19) allotted for Central Visayas.According to Dr. Mary Jean Loreche, Department of Health (DOH) 7 spokesperson, after the “senior” medical workers are vaccinated, what’s left of the vaccines will be distributed to other age groups.She said they initially expected the AZ vaccine to arrive in Cebu either on Monday, March 8, 2021, or Tuesday, March 9. But they were told there is no fixed date yet on when the vaccine will actually get here, she said.Loreche said they are still trying to determine how many medical workers who are 60 years old and above will get the AZ vaccine.On Monday, the DOH 7 reported that 1,397 medical workers from the Vicente Sotto Memorial Medical Center (VSMMC) in Cebu City had been vaccinated with CoronaVac, the vaccine manufactured by Chinese pharmaceutical firm Sinovac Biotech Ltd., since Thursday, March 4.Of this number, 42 individuals experienced adverse effects, including dizziness, fatigue, lightheadedness, increase in blood pressure, headache, fainting and pain or numbness at the injection site.There were no reports of moderate or severe adverse effects that required hospitalization, Loreche said.The VSMMC received 7,200 doses of CoronaVac on Tuesday, March 2, the first batch of vaccines donated by the Chinese government to reach the Visayas.Loreche said if there are extra doses, these will be distributed to other DOH-manned hospitals, such as the Eversley Childs Sanitarium and General Hospital, the St. Anthony Mother and Child Hospital and the Talisay District Hospital.She said a total of 2,212 VSMMC personnel have agreed to be inoculated with CoronaVac.Loreche said they will soon distribute an additional 7,480 doses of CoronaVac to Levels 1, 2 and 3 public and private hospitals in Cebu.Of the 27,000 doses of Sinovac’s vaccine that Central Visayas is expected to receive, 14,680 doses have already been delivered to the DOH 7, she said.A second shipment of AZ vaccines arrived on Sunday, March 7, completing the first tranche of donations from the Covax facility.Secretary Carlito Galvez Jr., chief implementer of the National Task Force Against Covid-19, received the shipment of 38,400 additional doses.These were transported by KLM Asia three days after the first shipment of 487,200 doses arrived.A total of 525,600 doses of AZ vaccine have now been delivered to the Philippines from Covax, the global initiative to ensure vaccine equity.To date, a total of 54,500 AZ doses have been deployed across the country.Of this number 1,500 doses have been sent to hospitals in the National Capital Region; 13,000 to Calabarzon; 10,000 to Cordillera Administrative Region; and 20,000 to Central Luzon.Galvez said the government aims to deploy an additional 240,720 doses to other regions this week.“Hopefully, yung Covax facility ay magdagdag ulit ng second tranche ng AstraZeneca. So ang expected natin ngayong May, pipilitin po natin matapos ‘yung lahat ng ating ospital. And then by April, magsisimula na tayo sa (vaccination ng) ibang mga sektor,” Galvez said.(Hopefully, the Covax facility will send an additional shipment of AZ vaccine. We hope to finish vaccinating all hospital personnel in the country by the end of May. And then by April, we start vaccinating other sectors.)He thanked the World Health Organization; Gavi, the Vaccine Alliance; the Coalition of Epidemic Preparedness Innovations; and the United Nations International Children’s Emergency Fund for the donation.The government has also deployed 317,350 doses of Sinovac’s vaccine for health care workers in hospitals and health care facilities in Culion, Palawan; Bontoc, Mountain Province; Marinduque; Bangsamoro Autonomous Region in Muslim Mindanao; and Basilan. (KFD / SunStar Philippines with PR)",sunstar
https://www.sunstar.com.ph/article/1887600/Cebu/Business/Consumer-confidence-expected-to-jump-on-vaccine-hopes,Consumer confidence expected to jump on vaccine hopes,,"March 02, 2021","CONSUMER and business confidence are expected to return with the rollout of the Covid-19 vaccination program in Cebu.Cebu Chamber of Commerce and Industry president Felix Taguiam told SunStar Cebu that the arrival of the vaccine gives hope for a reinvigorated business environment.“With the arrival of the first batch here, which will be administered accordingly through priority sectors like frontliners, we are hoping this will be the start of our mass vaccination program by the Department of Health and our local government units,” he said.Taguiam said the expected arrival of more vaccine doses of different brands coupled with more information dissemination will boost public perception for the better.“When the vaccine reaches the private sector, it will be a good start for businesses in reviving the economy which we all need now. Let’s put into our minds that even if we are vaccinated, we still need to observe minimum health standards,” he said.Mandaue Chamber of Commerce and Industry president Steven Yu said with the arrival of the vaccines, the business community is given a renewed hope and strong confidence to hold on to their businesses and stay open in anticipation of better consumer spending.“Once we start opening up, that’s the time when consumer spending will start to increase, and in effect, more businesses will open too. Once healthcare workers are inoculated, hospital manpower will be strengthened and it will increase the capacity of the healthcare system,” he said.Yu added the vaccine rollout will then prompt the government to lift restrictions, which will eventually boost consumer spending.“Consumer spending is related to lifting restrictions and reducing fear of going out, and vaccination is the answer to that,” he said.But he emphasized that the economic recovery will depend on the speed of the vaccine rollout.“Once we hit two million vaccinated individuals, there will be an improvement in consumer spending and economic activities. It will gradually increase depending on the speed of vaccination,” he said.Filipino Cebuano Business Club chairman Rey Calooy said the vaccination program is being closely looked at by the business sector.He said companies, including those that temporarily stopped operating to weather the pandemic, are relying on the vaccine on their next business move. (JOB)",sunstar
https://www.sunstar.com.ph/article/1883042/Cebu/Opinion/Nalzaro-Doubting-Thomases-on-vaccination,Nalzaro: ‘Doubting Thomases’ on vaccination,BOBBY NALZARO,"January 17, 2021","Some local government units (LGUs), especially in Metro Manila, are scrambling to purchase Covid-19 vaccines for their constituents. Reports said that some LGUs are directly negotiating and, in fact, have already signed contracts with various vaccine manufacturers abroad. In Cebu City, detractors of Mayor Edgardo Labella lambasted him on social media for not acting with dispatch for the immediate purchase of the vaccines. They again criticized the mayor for his “inaction,” and that we have been overtaken by the LGUs of Bacolod, Iloilo and Ormoc.The mayor created a Vaccine Board to study every angle of the purchase. The board is expected to come up with recommendations. The mayor said he will just “take a cue from the national government.” The City Council appropriated P400 million for vaccine purchase, but it can pass a supplemental budget in case of a shortage. The national government, through vaccine czar Secretary Carlito Galvez, assured Labella that Cebu City is included in the priority list for the vaccination program considering that we are a highly urbanized city and had posted high positive cases in the past.Gov. Gwen Garcia is not so keen on the move to purchase vaccines for the Province’s constituents. In fact, the Provincial Board has not yet appropriated funds for the purpose. “Why in a hurry? This is not a race,” the governor was quoted as saying. Like Labella, Garcia will just take the cue from the national government.I agree with Gwen. While it is true that time is of the essence and that we need to be vaccinated as early as possible, but the hands of our LGUs are tied by policies of the national government. LGUs are under the mercy of the national government, which is the main procurer. This is not a case of buying a vinegar in a sari-sari store. Our LGUs have to be prudent in their move so as not to waste taxpayers’ money. The LGUs’ purchase is just to augment and complement the procurement made by the national government since not all LGUs can avail themselves of the free vaccination program.In a recent joint statement, it said: ‘The Department of Health (DOH), the National Task Force Against Covid-19 (NTF) and the Food and Drug Administration (FDA) appreciate the Covid-19 vaccine initiatives of LGUs. However, as mentioned by vaccine czar Galvez, LGUs cannot procure and roll out Covid-19 vaccines on their own. This must be coordinated with the national government through the NTF and DOH in a tripartite agreement involving local governments and pharmaceutical companies. This is meant to align the efforts of LGUs with the vaccine initiative of the national government, which integrates and consolidates all resources and initiatives.”“The FDA also clarifies that the Emergency Use Authorization (EUA) issued by the government does not cover the commercial use of the vaccines. This means that manufacturers cannot sell directly to the LGUs or to any entity, unless they are under the vaccine initiative of the national government. Further, the DOH recognizes the equity issues raised on the distribution of the vaccine. We assured the public that the national government adheres to the principle of equity where delivery of services are biased towards the vulnerable and the disadvantaged.”So, you see, the LGUs cannot act alone. The President reminded the LGUs that the Covid-19 vaccine that they have chosen to procure should already be approved for use by the government. He said he would not interfere should LGUs get vaccines different from what the national government procured, although he clarified that no vaccine was better than the other.The chief executive explained that all medicines, including vaccines, should undergo government screening to ensure that they would be safe for consumption. “I am addressing the mayors and governors. You can choose any vaccine you like to buy. We don’t care what you choose. That’s one thing. We won’t meddle in the purchase. But you know that we have a law that says all medicines of whatever nature and whatever characteristics would have to go through the scrutiny of the government,” the chief executive said.Galvez also explained that the national government’s tripartite agreement with LGUs and vaccine manufacturers will maximize the manpower, expertise and resources to ensure a coordinated, integrated and holistic Covid-19 immunization program.So, to all those who are eager to be vaccinated, just sit back and relax. We will be there soon. But even if we have already the vaccine, we still have a problem on how to convince those skeptics to avail themselves of the program. There are so many Doubting Thomases out there, especially the vaccine made in China. According to a recent survey, there are nearly 50 percent who are unwilling to get inoculated for Covid-19 mainly due to concerns about the safety of the vaccine. In Norway, 23 people, mostly elderly with pre-existing diseases, died after being vaccinated by a US-made vaccine.",sunstar
https://www.sunstar.com.ph/article/1877369/Cebu/Opinion/Mailiong-Vaccine,Mailiong: Vaccine,FRANK MALILONG,"November 19, 2020","After a dark summer when Cebu City oftentimes logged new cases in the hundreds every day, the Covid-19 situation eased up significantly during the last three months. The second week of November rudely jolted us, however, to the reality that what we enjoy is a temporary reprieve, that until such time that a vaccine is available, we remain vulnerable to the coronavirus.It’s not just us, if that offers any consolation. The whole world continues to suffer from the plague. The Johns Hopkins Covid-19 dashboard reported 56,178,674 cases yesterday from 191 countries and regions all over the world. A total of 1,348,348 people already died.The Philippines is number 26 in the same list with 412,097 cases. Our number of deaths is, however, lower than many countries that had lesser Covid-19 incidence. Among the smaller and less progressive Asian countries, we rank third behind Indonesia (478,720) and Bangladesh (438,795).These numbers are nothing compared to that of the United States which has 11,525,149 cases with 250,483 deaths, according to Johns Hopkins. The US has been averaging over 150,000 cases daily since after their elections. The number of deaths has also been piling up at 1,900 daily, according to the New York Times.The lack of a national policy on how to control the spread of the virus is blamed for the runaway growth. States were left to decide what measures to implement and many of them came out with wearing of masks and physical distancing mandates only lately.In that regard, we are luckier than the Americans. Critics blame our government for acting late but at least when it did, the measures were strict, even draconian in the eyes of many. The quarantine is effective even if we still average about 2,000 new cases daily. If we want proof of how the quarantine has kept Covid-19 at bay, we don’t have to look far. Our experience is a model, according to the anti-Covid campaign czar in the Visayas, Roy Cimatu.Which is why people are wrong in criticizing Mayor Edgar Labella for immediately ordering strict border controls when the coronavirus showed signs of acting up. Labella showed that he was a decisive leader in doing that, according to a friend who is not exactly a Labella fan.These are interim measures, of course. Our safety from the dreaded disease still lies in the vaccine. And without meaning to ride on the misfortune of any people, what is happening to the US will ultimately benefit us. Their out-of-control pandemic is speeding the testing of vaccines, the NYTimes observed.Two companies have reported successful vaccine tests. Moderna and Pfizer said late stage trials show that their vaccines are 95 percent effective. It is doubtful though that both can roll out their vaccines within this year. And even if they do, it will take perhaps another six months before they are made available to us.Maybe, we can access other sources. Johnson & Johnson has included the Philippines in the list of countries where they will pick 30,000 who will be enrolled in their trial. And don’t forget Sputnik from Russia and the one that China has developed.Until then, let’s continue to obey the government’s strict, at times, draconian measures to keep us relatively safer from Covid-19.",sunstar
https://www.sunstar.com.ph/article/1880413/Cebu/Local-News/Dizon-files-Covid-19-vaccination-program-ordinance,Dizon files Covid-19 vaccination program ordinance,,"December 17, 2020","CEBU City Councilor Alvin Dizon has proposed a measure providing for the establishment of the Covid-19 vaccination program (CVP) in Cebu City.Titled “Covid-19 Vaccination Program (CVP) Ordinance of Cebu City,” the draft ordinance was filed before the Cebu City Council on Dec. 16, 2020.The Council will tackle the draft ordinance on Dec. 18.The draft ordinance provides that all residents in Cebu City be covered by the vaccination program.Under Section 5 of the draft ordinance, the City shall be guided by a community-based framework in the formulation of the CVP which includes treating the community as active partners in the program and not as passive end-users; employing community-based research; promoting collaboration with external entities and community partners to ensure equitable access to the CVP; enlisting the guidance of public health experts; and providing venues for dialogue with medical personnel and other frontline workers where they can voice their concerns and share evidence-based care practices from the ground.Prior to developing a plan for vaccine procurement and distribution, the City will have to conduct full assessment of the situation in the city in relation to the execution of a vaccination program.In case there will only be a limited supply of the Covid-19 vaccine, Dizon proposed to prioritize the frontliners and critical population groups.The measure mandates the creation of the Multisectoral Covid-19 Vaccination Program Council which will oversee the planning and implementation of the city’s Covid-19 vaccination program.The Council shall be spearheaded by the mayor as the chair, while the City Council’s Committee on Health chairman will sit as the vice chairperson.The members of the Council should include representatives from various sectors including hospitals, medical schools, business, faith community and civil society.Under the Multisectoral CVP Council, there should be formed a Covid-19 Vaccination Coverage Monitoring Center whose function is to collect essential data from hospitals regarding the Covid-19 vaccination uptake and coverage.The Council should regularly report to the public through the City Council, on the planning and progress made in connection with the CVP.The City must also provide training for the handlers of the Covid-19 vaccine and make available to them educational resources from public health and vaccination experts.Should the CVP start, the vaccination must be scheduled seven days a week.Dizon proposed to have it from 8 a.m. to 8 p.m.The vaccination must be done in senior citizen centers, barangay health centers, schools, basketball courts and gyms, home visits, diagnostic centers, pharmacies and clinics including those located in malls and workplaces.A massive information and education drive must be done to educate the public about the vaccine.The draft ordinance mandates the City Health Department to formulate the implementing rules and regulations for effective implementation of the CVP.Once approved, the measure will take effect 15 days after its publication in a newspaper of local circulation.Mayor Edgardo Labella, in a previous report, said the City will purchase vaccines against Covid-19 in the amount of P500 million which will be included once the City will have its first supplemental budget in 2021. (JJL)",sunstar
https://www.sunstar.com.ph/article/1887620/Cebu/Local-News/768-of-3000-VSMMC-frontliners-to-try-Chinas-Sinovac-vaccine,"768 of 3,000 VSMMC frontliners to try China's Sinovac vaccine",,"March 02, 2021","TO INCREASE public confidence in the Sinovac vaccine donated by the Chinese government, retired general Melquiades Feliciano and Dr. Gerardo Aquino Jr. will be the first to be injected during a ceremonial inoculation in Cebu on Thursday, March 4, 2021.Feliciano is chief implementer of the Inter-Agency Task Force for the Management of Emerging Infectious Diseases Visayas, while Aquino is chief of the Vicente Sotto Memorial Medical Center (VSMMC) in Cebu City.Dr. Mary Jean Loreche, chief pathologist and spokesperson of the Department of Health (DOH) 7, said DOH 7 Director Dr. Jaime Bernadas will need to secure a doctor’s clearance since he is more than 59 years old.The agency had advised that the China-made vaccine would only be administered to individuals in the 18-59 year-old bracket.“I will have my vaccination after,” Loreche told SunStar Cebu in a text message on Tuesday, March 2.Loreche said a total of 768 health care workers from the VSMMC will be inoculated using CoronaVac, the first Covid-19 vaccine to arrive in the country.Cebu welcomed the arrival of 7,200 doses of CoronaVac intended for VSMMC health care workers Tuesday morning.A total of 600,000 doses of the Sinovac Covid-19 vaccine CoronaVac arrived in the country on Sunday, Feb. 28.Aquino said they are targeting to finish the vaccination of their health care workers in seven days.He believes this first batch of vaccine doses can cover the last or second dose required for complete vaccination.He, however, admitted that some of the medical frontliners in VSMMC were apprehensive when they found out that the vaccine came from China.The VSMMC has a total of 2,987 medical frontliners.“It is not really ‘back out.’ Some of them, initially, mura’g dili kompyansa (they don’t appear to have confidence in the vaccine),” Aquino said.Aquino said he is fine with whatever vaccine brand as long as people will be vaccinated.Loreche said excess doses will be distributed among medical frontliners in DOH-retained hospitals in Central Visayas.She also said they expect 7,000 more doses to arrive between March 4 to 8. These are still for medical frontliners in both private and government health facilities, she said.“We have to understand nga dili g’yod tanan mahatagan karon (not everyone can be vaccinated now). We have to prioritize those working in Covid areas,” she said.Joseph Stephen Descallar, Philippine Nurses Association (PNA) 7 governor, said what is important is that the vaccine is approved for use by the Food and Drug Administration (FDA).“The brand is just a secondary criterion, but safety is our utmost concern,” he said.He said the earlier the vaccination, the earlier herd immunity will be achieved, which will give way to the reopening of the economy and the return to normal activities.“The vaccination is not compulsory, but we encouraged our members to be vaccinated as long as there is a right to choose and the right to information,” he said.PNA Cebu has around 2,000 members.In a separate interview with the Office of the Presidential Assistant for the Visayas, Dr. Junjie Zuasula, head of DOH 7’s Regional Epidemiology and Surveillance Unit, said there is a need to “maximize” the supply of Covid-19 vaccines in the country.“Achieving herd immunity will take time. It will also depend on the supply of vaccines. But one thing is certain, we will achieve herd immunity in due time,” he said.Loreche appealed to the public to remain cautious even after they get vaccinated. She emphasized the need to observe minimum health measures, such as the wearing of face masks.“It doesn’t mean that if you get vaccinated, you no longer follow the minimum health protocols. This is our new normal already. Magpakabana gyud ta (We need to be careful),” she said.Earlier, Dr. Van Phillip Baton, DOH 7 medical program coordinator for infectious diseases, said the DOH 7 targets to vaccinate 5,634,789 individuals in the region this year.Meanwhile, Cebu City Mayor Edgardo Labella said he understands if some Cebuanos don’t want to be injected with the Sinovac vaccine.He said residents of Cebu City have the right to choose what brand of vaccine they want. That’s why the City Government is waiting for FDA approval before it can use the P400 million it has set aside to purchase the vaccine.“As I have said before, we will give them the opportunity to choose. They have the right to refuse and wait for another vaccine brand that the City will purchase,” he said in a mix of Cebuano and English.City Councilor Dave Tumulak, for his part, said he will be at the VSMMC on the first day of vaccination on March 4, adding that he will be among those who will be injected with the CoronaVac.Although the vaccines are intended for medical frontliners of the hospital, Tumulak said he saw the need to personally feel its effects so he can share the information with the public.In Mandaue City, the Vaccine Board has registered 1,616 medical workers out of the 2,000 priority target.These medical workers are from government-owned medical facilities, private clinics and private medical facilities, excluding private hospitals.Ernie Manatad, Vaccine Board chairman and president of the Association of Barangay Councils, said they will register local government unit frontliners and senior citizens next.Manatad clarified that individuals can refuse to be vaccinated but they cannot refuse to be registered.He said the Vaccine Board will start its information drive to make residents understand the importance of getting inoculated against Covid-19. (WBS, KFD, PAC / PJB)",sunstar
https://www.sunstar.com.ph/article/1872382/Cebu/Local-News/Cebu-City-Mayor-Edgardo-Labella-wants-to-set-aside-P500M-for-vaccine-purchase,Labella wants to set aside P500M for vaccine purchase,,"October 04, 2020","IF APPROVED, the health, infrastructure, education and social welfare sectors will get the biggest chunk of the 2021 annual budget of Cebu City.However, City Councilor Raymond Alvin Garcia, chairman of the committee on budget and finance, said the City may have to limit its expenditures next year since the City will most likely fail to reach its target tax collection for 2020.Mayor Edgardo Labella said different City Hall departments are currently reviewing next year’s proposed budget.He said the local finance committee and department heads are deliberating whether to include in the budget intended for the City Health Department (CHD) the purchase of vaccines for the coronavirus disease 2019 (Covid-19).The mayor said his office wants to allocate P500 million for this purpose. He said the City must set aside a budget for this as early as now.Labella said the CHD budget will also include the purchase of flu and pneumonia vaccines and other medicines needed in the fight against the novel coronavirus.For infrastructure, he said the City must set aside a budget for the completion of the Cebu City Medical Center, city roads, traffic improvement and other projects that will “spur economic development.”For education, Labella said the Department of Education is trying to come up with programs that will complement distance learning while face-to-face classes are prohibited.He said there is an ongoing pilot study for the use of laptops and tablets in Barangays Tisa and Carreta and a pilot study for the installation of Wi-Fi in Barangays Labangon and Tejero.The Department of Social Welfare and Services is also expected to get a large budget since it is charged with providing assistance to different sectors affected by the current health crisis.He said the budget will also include programs for the City’s economic recovery.Labella expects the deliberation to be completed within this week.Meanwhile, Labella assured that the City’s essential programs will not be compromised.“We will catch up. We have to look for other sources of revenue aside from the tax collection,” he said.The proposed budget for 2021 must be settled by Oct. 15. It will then be forwarded to the City Council for approval. (JJL)",sunstar
https://www.sunstar.com.ph/article/1887004/Cebu/Local-News/Biz-leaders-want-vaccine-purchase-fast-tracked,Biz leaders want vaccine purchase fast-tracked,,"February 24, 2021","AFTER President Rodrigo Duterte said placing the entire country under modified general community quarantine (MGCQ), the lightest quarantine status, would not be done until the vaccination program starts, business leaders called for the hastening of the vaccine acquisition.Cebu Chamber of Commerce and Industry president Felix Taguiam said local government units have been working hard to secure the vaccines.“We are really hoping that once the vaccine is already on our shores here in Cebu, please, everyone, we should take it,” Taguiam said during an online forum hosted by the Department of Trade and Industry 7.He said vaccination would boost economic spending.The closure of businesses and unemployment amid the Covid-19 pandemic have resulted in low consumer spending, he said, as consumers tighten their belts.Taguiam emphasized that even if people would already be vaccinated, minimum health standards should still be practiced.Cebu City Mayor Edgardo Labella has said he would not impose a city-wide lockdown despite the rising number of Covid-19 cases in the city.Recently, Acting Socioeconomic Planning Secretary Karl Kendrick Chua said placing the whole country under MGCQ would reopen 95 percent of the economy by March.Duterte, however, said without the vaccine, current community quarantine statuses will stay.Earlier, Filipino Cebuano Business Club chairman Rey Calooy called for the hastening of the vaccine acquisition to help micro, small and medium enterprises (MSMEs) recover.Calooy said instead of lockdowns, vaccination programs should start to prevent further loss of jobs and hunger in the country.“If you prohibit them (MSMEs), what will happen? They have to go out every day to conduct their businesses. If they are already vaccinated, the spread of local transmission can be stopped,” he said.Eight places in the country are currently under the more restrictive general community quarantine classification: the Cordillera Administrative Region, National Capital Region, Batangas, Tacloban City, Davao City, Davao del Norte, Lanao del Sur and Iligan City. The rest of the country is under MGCQ. (JOB)",sunstar
https://www.sunstar.com.ph/article/1883238/Cebu/Opinion/Nalzaro-Different-vaccine-for-different-age-groups,Nalzaro: Different vaccine for different age groups,BOBBY NALZARO,"January 19, 2021","WITH the death of 23 people, mostly older adults, in Norway after being vaccinated by Covid-19 US-Germany Pfizer-BioNtech vaccines, more people have become apprehensive to be vaccinated. This raised again the question on the safety of these vaccines. Would people, regardless of age group, get the same vaccine doses? Or will older people get a different kind of vaccine?Twenty-three elderly patients died in Norway following their vaccination with the Pfizer-BionNtech mRNA vaccine against Covid-19. Following this, the Norwegian government launched a detailed investigation into the reported fatalities. More than 30,000 people have received the first shot of the Pfizer or Moderna Covid vaccines in the Scandinavian country since the end of December.Doctors in Norway have been asked to conduct a more thorough evaluation of every frail elderly patient in line for the Pfizer-BioNtech vaccine following the reported deaths. But some experts say it may just be a coincidence. There is no established connection between these deaths and the vaccine. But whatever it is, the Norway cases have raised alarm on the possible end-users of these vaccines. Filipino senior citizens are skeptical over our forthcoming vaccination program for fear that what happened in Norway might happen to them.According to an article published by The Guardians written by Nicola David, “Concerns around the efficacy of the Oxford University/AstraZeneca coronavirus jab in older people could lead to different age groups being given different vaccines, expert have said. The Oxford/AstraZaneca announced that the vaccine had a 70 percent efficacy overall. For most trial participants given two full doses, spaced a month apart, efficacy was 62 percent, but for 3,000 participants mistakenly given half a dose for their first jab, the efficacy was 90 percent. No participant, regardless of dose, developed severe Covid or was hospitalized with the disease.Regulatory bodies, such as the US Food and Drug Administration (FDA), have previously said they would approve a vaccine that prevents Covid or reduces the diseases’ severity in at least 50 percent of vaccinated people. The Oxford/Astrazeneca results caused more excitement, with the 90 percent figure rivaling those vaccines from Moderna and Pfizer/BionNtech.However, it has emerged that the group that received the low dose of the Oxford/AstraZeneca vaccine did not include any participant over the age of 55, meaning it is unclear whether the 90 percent efficacy holds for older adults who are at high risk from Covid. This has led the company to announce a new trial using the lower dose regimen until it was approved by regulatory bodies and being rolled out in UK and Europe.Vaccine czar Secretary Carlito Galvez said that in view of the Norway incident, the National Vaccination Program has changed strategy. They want to vaccinate only those aged 16 years old up to 65 years old. They will look for a vaccine that would be used for those 65 years old and above. Senior citizens were supposed to be in the priority list for the vaccination program, but in view of the Norway incident, they would be excluded in the list.But it is not a guarantee that you will not be infected with the disease once you get vaccinated. The Centers for Disease Control and Prevention (CDC) is recommending the following for people who get vaccinated against Covid-19, especially older adults: 1) Even after people get both doses of the Covid-19 vaccine, they must remain vigilant at protecting themselves from catching the virus and spreading it to others; 2) Everyone needs to continue social distancing, wear face masks and practice hand hygiene; 3) Older adults, who are at an increased risk for severe illness or death if they get Covid-19, should stay in close contact with their doctors and tell them about any changes in their health. After they get the Covid-19 vaccine jab, they should also let their doctor know about any side effects they experience.If this is the case, the more people will not submit themselves for vaccination. What’s the use when we can still be infected?",sunstar
https://www.sunstar.com.ph/article/1887726/Cebu/Business/Businesses-in-Cebu-working-to-secure-vaccines-for-employees,Businesses in Cebu working to secure vaccines for employees,JOHANNA O. BAJENTING,"March 04, 2021","MAJOR business chambers in Cebu are now working on securing vaccine doses against Covid-19 for their employees.Cebu Chamber of Commerce and Industry president Felix Taguiam said they participated in the vaccine procurement through the Philippine Chamber of Commerce and Industry and the Go Negosyo project of Presidential Adviser for Entrepreneurship Joey Concepcion.“The groups have already done four seminars with the big vaccine makers accepting pre-order status. Many companies have signed up and taken part in the reservation of the vaccines,” he said.He noted companies are still waiting for the actual delivery dates amid pending suppliers’ documentation and authorization.“All these companies that ordered the doses are for their employees’ use. With the arrival of Sinovac, we hope this will signal for other vaccines to come also. The sooner, the better,” he said.At least 7,200 Sinovac doses were transported to Cebu via a Philippine Airlines flight on Tuesday, March 2, 2021.Mandaue Chamber of Commerce and Industry (MCCI) president Steven Yu said more than 100 companies have signed up for private initiatives to secure Covid-19 vaccines.“Aside from the big companies who joined the ‘A Dose Of Hope’ of Secretary Concepcion, the MCCI is probably one of the few lead business groups that partnered with International Container Terminal Services Inc. (ICTSI) in procuring Moderna vaccines for its member and affiliate companies,” he said.While the MCCI has secured a firm allocation from ICTSI, ICTSI has yet to sign the tripartite agreement with Moderna in relation to the concerned allocation.“These are purely non-profit and corporate social responsibility endeavors of the MCCI. These are the updates as of this writing. ICTSI is firm on its commitment to help vaccinate the Philippine population, and help the country attain herd immunity. As they say, ‘No one is safe until everyone is safe,’” he said.Yu said they can’t reveal how many doses are in the process of being procured due to confidentiality agreements. But he noted that companies, big and small combined, are willing to procure at least 100,000 doses for their employees.Filipino Cebuano Business Club chairman Rey Calooy, on the other hand, said they will wait for the government to procure more vaccines.“We will stay posted for any advisories coming from the government because we know that the process must be authorized by them first,” he said.Voluntary, highly encouragedMeanwhile, the business leaders said it is up to the employees if they will participate in their company’s vaccination program.But they said it is highly encouraged.“It’s the employees’ decision. I would suggest that employees take the vaccines because companies are really investing in employee training and others,” Taguiam said.He said part of the process is to make sure that all are vaccinated to protect each other in the workplace so the economy can keep on going.Yu said they already informed their members that vaccination should be voluntary.“We, in MCCI, have informed our members that vaccination is voluntary, and minimum health protocols should still be followed. They are free and encouraged to do information awareness to their employees on the positive effects of the vaccine,” he said.Calooy also said vaccination remains voluntary and not mandatory, adding that it is up to the employees to weigh the pros and cons of having themselves vaccinated against Covid-19.",sunstar
https://www.sunstar.com.ph/article/1884204/Cebu/Local-News/Profiling-of-recipients-of-vaccine-to-start-soon,Profiling of recipients of vaccine to start ‘soon’,,"January 28, 2021","THE Mandaue City Vaccine Board (MCVB) is finalizing the program for its electronic immunization registration to be used in profiling coronavirus disease 2019 (Covid-19) vaccine recipients.Association of Barangay Captains (ABC) president Ernie Manatad, MCVB chairman, said the Department of Health (DOH) has an electronic immunization registration, but this is still not available to local government units (LGUs).Manatad said the MCVB based all the data required for the registration on the forms and guidelines provided by the health department.Once the Management Information Systems Office (Miso) has come up with a link, the MCVB can proceed with the profiling. Once it is done with profiling, the local link will be sent to the DOH, Manatad said.He said priority recipients for the vaccine are frontliners, senior citizens, persons with disability, teachers and members of the military.He said barangays will conduct the profiling and the vaccination.Manatad said they have yet to identify the number of priority recipients.However, based on the national directive, they will target 70 percent of the population to acquire herd immunity, he said.The MCVB chairman said the City is willing to procure additional vaccines on top of the vaccines the National Government will provide.Meanwhile, Manatad said the City Health Office has yet to identify vaccination teams and vaccination sites.Aside from city personnel, vaccination teams will also be composed of barangay personnel and health workers, he said.He said they will ask the medical schools to help with the vaccination.Manatad said they are considering barangay gyms and schools as vaccination sites.As for the vaccine brand, Manatad said they are still discussing it.The DOH has explained to LGUs that vaccines available for procurement will undergo a thorough examination and must be approved by the Food and Drug Authority before these can be administered to the public.In addition, Manatad said they are aware that different people will react differently to the vaccine.He said they will organize a composite team for post-vaccine surveillance that will respond to any untoward reaction of vaccine recipients.Despite the City’s assurance that the vaccines will be safe, he said they expect some recipients to refuse to be vaccinated. / KFD",sunstar
