,url,titles,authors,published_date,articles_content,news_org
41,https://www.pna.gov.ph/articles/1132961,"Marawi nurse gets vaccine jab to protect ‘disbeliever’ parents
By Divina Suson March 8, 2021, 7:38 pm
Share",Divina Suson,"March 8, 2021, 7:38 pm","GETTING THE JAB. Norhaisa Aragon, a staff nurse at the state-run Amai Pakpak Medical Center in Marawi City, holds a cotton swab where the Covid-19 vaccine was injected on her on Monday (March 8, 2021). She says that she is getting the vaccine to protect her parents, who have always doubted the existence of the coronavirus disease. (PNA photo by Divina Suson)
MARAWI CITY – Despite her parents being coronavirus disease (Covid-19) skeptics, a 32-year-old nurse at Amai Pakpak Medical Center here decided to be inoculated when the Sinovac jabs were made available among medical front-liners here on Monday.

Norhaisa Aragon, a registered nurse for five years, said she did it to protect her parents, although the latter have repeatedly expressed conspiracy theories about Covid-19 and the vaccines in general.

Aragon, who has been assigned at the triage center since the start of the pandemic last year, said her parents believe Covid-19 is a government-manufactured lie.

Because her job entails assessing and segregating patients if they are suspected as Covid-19 carriers, Aragon said was worried she might contract the virus one day.

""My parents are both diabetic, and they have low immune system. I don't want them to get infected if ever I could get the virus from my workplace. Getting vaccinated will help me,"" Aragon said.

Her parents are not alone in expressing skepticism over the virus.

Some residents, such as Jahari Saber, an ambulant vendor with space outside the Amai Pakpak Medical Center (APMC), said he has not seen anyone sick of the virus in the year since the pandemic broke out.

""For the longest time I have been selling here, I haven't seen anyone who suddenly fell over because they got Covid. What I saw is that they went directly to the hospital because of cough and fever,"" he said in vernacular.

The APMC management started administering Sinovac vaccines to 1,181 employees after receiving the Sinovac vaccines from the Department of Health over the weekend.

Dr. Shalimar Rakiin, APMC chief of hospital, said an overwhelming majority of their staff have expressed interest in receiving the vaccines.

""The workers have the right to refuse. But I am confident that when they see their colleagues being vaccinated, the number of employees willing to receive the jab will increase,"" Rakiin, who was the first to be vaccinated, said.

DOH has given APMC to finish the first dose of vaccination on Thursday, according to Rakiin. (PNA)",Philippines News Agency
42,https://www.pna.gov.ph/articles/1132982,"Vaccination of frontline medical workers done by May
By Azer Parrocha March 8, 2021, 7:36 pm
Share",Azer Parrocha,"March 8, 2021, 7:36 pm","VACCINATION ROLLOUT. Philippine General Hospital Director Dr. Gerardo Legaspi flashes a thumbs-up sign while he gets vaccinated with CoronaVac during the vaccination rollout on March 1. Malacañang on Monday (March 8, 2021) said the vaccination of frontline healthcare workers is expected to be completed by May. (PNA photo by Joey O. Razon)
MANILA – Malacañang on Monday said the vaccination of frontline healthcare workers is expected to be completed by May.
Citing National Task Force (NTF) Against Covid-19 chief implementer and vaccine czar Carlito Galvez Jr., Presidential Spokesperson Harry Roque said vaccination of frontline medical workers would take at least three months.
“I’m restating what Secretary Galvez said: Matatapos natin ang health front-liners (Health front-liners will be done) by May and we can begin with the economic front-liners by April,” he said in a Palace press briefing.
As of Sunday, Roque said nearly 30,000 frontline medical workers have been vaccinated against Covid-19.
The government, he said, will need 3.4 million Covid-19 vaccine doses for 1.7 million healthcare workers in the country.
“Mayroon na tayong halos 30,000 or 29,266 na medical front-liners na nabakunahan (Almost 30,000 or 29,266 medical front-liners have been vaccinated),” he said.
A total of 383,960 vaccines have been deployed where 329,480 are China’s Sinovac-made CoronaVac vaccines and 54,500 are United Kingdom’s AstraZeneca vaccines.
Roque also said the first dose deployment of Sinovac vaccines has been completed.
“Iyong first dose deployment po ng Sinovac, tapos na po. Na-deploy na po lahat iyong first dose ng Sinovac (The first dose deployment of Sinovac is finished. All the first doses of Sinovac have been deployed),” he said.
Galvez earlier said another 1 million doses of CoronaVac procured by the government are set to arrive the Philippines on March 21.
He said the Chinese government has also vowed to donate additional 400,000 doses of CoronaVac. China’s first donation of 600,000 doses of CoronaVac arrived in the Philippines on Feb. 28.
The Philippines also received 487,200 doses of AstraZeneca vaccine through the World Health Organization-led COVAX Facility on March 4. Additional 38,400 doses of AstraZeneca vaccine arrived on March 7.
In light of the arrival of the AstraZeneca vaccines, the interim National Immunization Technical Advisory Group’s (NITAG) said Sinovac vaccines are not recommended to be administered to healthcare workers aged 60 years old and above.
The government aims to inoculate 50 million to 70 million Filipinos nationwide this year. (PNA)",Philippines News Agency
43,https://www.pna.gov.ph/articles/1132932,"Kidapawan joins simultaneous vaccination rollout in Region 12
By John Andrew Tabugoc March 8, 2021, 7:32 pm
Share",John Andrew Tabugoc,"March 8, 2021, 7:32 pm","VACCINATED. Dr. Hamir Hechanova (left) flashes the “V” sign for ""vaccinated"" with Kidapawan Mayor Joseph Evangelista standing beside him. Hechanova (inset), chief of the Kidapawan City Hospital, was the first “vaccinee” for the city following the anti-Covid-19 vaccination rollout on Monday (March 8, 2021). (Photo courtesy of Kidapawan CIO)
KIDAPAWAN CITY--Three physicians here led Monday the simultaneous anti-coronavirus disease (Covid-19) vaccination rollout for health front-liners in North Cotabato and the rest of Region 12.

Dr. Hamir Hechanova, the chief of the Kidapawan City Hospital (KCH), was the first to have been vaccinated in this city, followed by Dr. Brylle Catague, Dr. Jennifer Reyes, and Dr. Jazel Lanoza; and 134 other medical health front-liners of the same Covid-19 referral hospital.

The KCH was among the Covid-19 treatment facilities accredited by the Department of Health (DOH) -12.

The city has received an allotment of 137 Sinovac vaccines from the DOH for health workers directly handling Covid-19 patients.

“The vaccines were immediately stored at the PHP2-million cold storage facility set up by the city government recently,” Mayor Joseph Evangelista told reporters here Monday.

Also on Monday, the mayor led the opening program for the vaccination rollout and lauded all medical front-liners for their selfless service to the people.

Evangelista has also expressed his willingness to be vaccinated against Covid-19 in due time.

“I am more than willing to receive the vaccine, but these doses were all allocated for you, for your safety. We will just wait for our inoculation time”, Evangelista told the front-liners.

Medical workers in three other referral hospitals here – the Kidapawan Doctors Hospital, Kidapawan Medical Specialists Center, and the Madonna General Hospital – were also given vaccination schedules in batches that will end up to Friday.

The second dose of Sinovac jabs is scheduled to be administered after 28 days.

Currently, this city has 15 total active cases, the lowest recorded number in the past two months.

The city government has earlier allotted PHP28 million for the procurement of additional vaccines, in addition to the supply from the national government. (PNA)",Philippines News Agency
44,https://www.pna.gov.ph/articles/1132976,"PH Covid-19 response 'excellent': Palace
By Azer Parrocha March 8, 2021, 7:25 pm
Share",Azer Parrocha,"March 8, 2021, 7:25 pm","MANILA – A week before the country marks its first year of being under community quarantine, Malacañang on Monday described the government's response against Covid-19 as “excellent”.
Presidential Spokesperson Harry Roque said the Philippines is successfully controlling the spread of Covid-19 better than wealthier nations with more developed healthcare sectors.
“We were excellent. Na-control po natin ang pagkalat ng sakit lalung-lalo na kung ikukumpara tayo sa mas mayayaman at mga bansa na mas mararami at mas moderno ang mga ospital (We were able to control the spread of the virus especially compared to richer countries with more and more modern hospitals),” he said in a Palace press briefing.
Compared to the United States that has recorded over 500,000 Covid-19 deaths, Roque said the Philippines has more than 12,500 deaths.
“We were excellent in managing it. Unfortunately, habang wala ang bakuna, talagang maraming mahahawa at mayroon pa ring mamamatay (while there is no vaccine, there would really be many infections and deaths). But we have limited deaths to around 12,000 – ikumpara mo naman iyan sa Estados Unidos ‘no (compare that to the US),” he said.
The government, he said, also prohibited those most vulnerable to Covid-19 from leaving their homes.
“We regret that people died but this is a pandemic and we all know now how to prevent these deaths because we know who are particularly vulnerable to Covid-19 - the seniors, kaya nga ginawa natin sila ang mga homeliners kasama na iyong mga with comorbidities ‘no (that’s why we turned them into homeliners along with those with comorbidities),” he said.
He pointed out that the government was also quick to impose community quarantines nationwide to curb the spread of the virus.
“We declared ECQ just in time na dahilan na hindi tayo napagaya ngayon sa rest of the world na ngayon lang sila nagla-lockdown (which is the reason why we didn’t end up like the rest of the world that just imposed their lockdowns),” he added.
He also said the government prioritized upgrades in the country’s healthcare system capacity.
“Napalaki natin iyong kapasidad na magbigay ng medical attention doon sa magkakasakit, reason why we have 60 percent [intensive care unit] availability (We were able to enhance our capacity to give medical attention to those getting sick, the reason why we have a 60 percent ICU availability),” he said.
President Rodrigo Duterte placed Metro Manila under enhanced community quarantine (ECQ) on March 15 last year. The following day, the ECQ was expanded over the entire Luzon.
On Monday, health authorities recorded 3,356 additional Covid-19 cases, bringing the total number of cases in the country to 597,763.
Recoveries reached 545,912 after six more people recuperated while five recently died to bring the death toll to 12,521. (PNA)",Philippines News Agency
45,https://www.pna.gov.ph/articles/1132893,"DOH begins inoculation of health workers in Caraga
By Alexander Lopez March 8, 2021, 7:24 pm
Share",Alexander Lopez,"March 8, 2021, 7:24 pm","INOCULATION STARTS. Dr. Voltaire S. Egnora, a medical specialist at the Adela Serra Ty Memorial Medical Center in Tandag City, Surigao del Sur, is among the first medical front-liners in the province who received their first shots of CoronaVac as the vaccination starts in the province on Monday (March 8, 2021). Gov. Alexander T. Pimentel witnesses the vaccination (standing left). (Photo courtesy of DOH-13)
BUTUAN CITY – The Department of Health in Caraga Region (DOH-13) started the vaccination of more than 4,500 frontline medical workers in the area over the weekend.

In Surigao del Norte, at least 600 health workers at the Caraga Regional Hospital (CRH) and the Surigao del Norte Provincial Hospital received their shots of the Sinovac vaccine.

Among those who were vaccinated Sunday at the CRH were Dr. Angel Batac, head of the Department of Medicine, and other senior medical staffers.

Surigao del Norte Governor Francisco T. Matugas said he hopes the vaccination program would herald the return of normalcy in the country.

“The province of Surigao del Norte is one with the national government in the rollout of Covid-19 vaccination. Let us all pray for the success of the program that will end this pandemic that has caused fear not only among the residents of the province but also in the whole world,” Matugas said.

On Monday (March), the provinces of Surigao del Sur and Agusan del Norte also started the vaccination of their frontline health workers simultaneously.

More than 300 health workers are expected to receive the first round of vaccination in Agusan del Norte this week, out of the 1,500 medical front-liners in the province.

Dr. Odelio Y. Ferrer, Agusan del Norte provincial health officer, was the first person in the province to receive the Sinovac vaccine on Monday.

Gov. Dale B. Corvera said the health workers' willingness to be vaccinated was ""proof that they are concerned to the Agusanons and are willing to continue their services.""

Meanwhile, more than a thousand health workers are also expected to receive the vaccines in Surigao del Sur on Monday.

Among the first front-liners who were vaccinated in Surigao del Sur on Monday were from the Adela Serra Ty Memorial Medical Center in Tandag City. (PNA)",Philippines News Agency
46,https://www.pna.gov.ph/articles/1132937,"No time to relax, Pasig City mayor reminds constituents
By Lade Jean Kabagani March 8, 2021, 7:20 pm
Share",Lade Jean Kabagani,"March 8, 2021, 7:20 pm","CAREFUL. Pasig Mayor Vico Sotto says coronavirus disease 2019 vaccine supply is limited at the moment and health protocols must still be adhered to. In particular, he cautioned residents who go to work as they may bring the virus to their housemates. (PNA file photo)
MANILA – Pasig City Mayor Vico Sotto cautioned his constituents against thinking the coronavirus disease 2019 (Covid-19) pandemic is over.
In particular, he asked the working population to be extra careful so as not to bring the virus home.
""Aminin natin, nag-relax na tayong lahat (We should admit that we have relaxed too much). Caution fatigue is real. Let's bring our guard back up. Sumunod sa (Observe the) basic health protocols,"" Sotto wrote on his Facebook page Monday.
As of March 6, Pasig still has 304 active Covid-19 cases, mostly in the barangays of Pinagbuhatan (42), Rosario (28), and Bagong Ilog (27).
Sotto said the city cannot afford another enhanced community quarantine (ECQ) status as “too many people will go hungry”.
“Because of its negative effects on our economy, thousands if not millions will be pushed deeper into poverty for years to come. ECQ was meant to flatten the curve while we strengthen our Covid response,"" he added.
Sotto is still waiting for the recommendations of the city health department as to which villages would be placed under granular lockdowns.
The nationwide vaccination rollout, Sotto reminded, should not make the public complacent and minimum health standards must still be followed.
""Vaccine rollout is dependent on the global supply chain and national distribution,"" he said.
Pasig allotted PHP300 million for its Covid-19 vaccination program. It signed a tripartite agreement with the national government and pharmaceutical company AstraZeneca for 400,000 doses.
""Unang prayoridad po ang (Our priority) are healthcare (front-liners). Our efforts continue,"" he said. (PNA)",Philippines News Agency
47,https://www.pna.gov.ph/articles/1132981,"Bacolod hospital exec sees better days ahead with vax rollout
By Nanette Guadalquiver March 8, 2021, 7:16 pm
Share",Nanette Guadalquiver,"March 8, 2021, 7:16 pm","INITIAL SHOTS. Chief nurse Marybeth Marcial (left) and Dr. Joan Cerrada, planning chief of the Hospital Emergency Incident Command System at the Corazon Locsin Montelibano Memorial Regional Hospital in Bacolod City, take the initial shots of  CoronaVac vaccines during the ceremonial inoculation on Monday (March 8, 2021). Some 800 hospital personnel are expected to be vaccinated in the next five days. (PNA photo by Nanette L. Guadalquiver) 
    BACOLOD CITY – The top official of the Corazon Locsin Montelibano Memorial Regional Hospital (CLMMRH) in this city said he sees better days ahead with the rollout of the coronavirus disease 2019 (Covid-19) vaccine for the hospital front-liners.
“We continue to hope. Today is the start as we immunize about half of the workforce. They would be partially protected and we can serve better. We hope for better days to come. We hope with what we’re doing right now, things will be much different,” Dr. Julius Drilon, medical center chief of CLMMRH, said.
The CLMMRH was among the two Covid-19 referral hospitals here that kicked off the local vaccination program with the inoculation of an initial 16 medical and administrative front-liners in separate ceremonies on Monday.
Both the CLMMRH and the Dr. Pablo O. Torre Memorial Hospital (DPOTMH), popularly known as the Riverside Medical Center, were the recipients of some 6,270 doses of CoronaVac developed by Sinovac Biotech, which arrived in the city last Friday.  
At the CLMMRH, nine volunteers, including six doctors, a nurse, and two administrative staff, were the first to be vaccinated with the initial dose.
These included Dr. Franklin Delano Tumaneng, operations chief of the Hospital Emergency Incident Command System (HEICS); Dr. Joan Cerrada, planning chief of HCEIS;  Dr. Hary Carial, chair of the Department of Internal Medicine; Dr. Eirene Ayalin, chair of the Department of Family and Community Medicine; Dr. Carina Frayco, infectious disease specialist; Dr. Rhea Tabujara, pulmonologist; Marybeth Marcial, chief nurse; Antonio Manuel Monfort, chief administrative officer; and John Michael Gabriel Zaragoza, HEICS public information officer.
Drilon thanked the Department of Health and the national government for giving CLMMRH the priority in the initial phase of the vaccine rollout.
“This vaccine is better than no vaccine at all,” Drilon said, adding that some 132 hospital staff tested positive for Covid-19 since August last year, but there are no more active cases at this time.
Drilon said that in the next four to five days, the CLMMRH, which has a total workforce of 1,743 aims to vaccinate about 150 personnel a day, which would mean utilizing an estimated 800 doses for the initial jabs, which will be followed by the second shots after 28 days.  
Those who prefer other brands will be included in the next phase of vaccine rollout, he said.
At the DPOTMH, seven vaccinees participated in the ceremonial vaccination held at the FHM Hall.
Those who took the initial shots were Dr. Jose Pepito Malapitan, acting assistant medical director; Dr. Evram Corral, chair of the Department of Internal Medicine; Dr. Therese Angela Cocjin, infectious diseases consultant;  Dr. Jeanette Umali, head of  Antimicrobial Stewardship Committee;  Ma. Liza Perrren, nursing director; Engr. Noel Garbo, corporate strategic support division officer; and Nancy Hizon, corporate human resources officer.  (PNA)
 ",Philippines News Agency
48,https://www.pna.gov.ph/articles/1132960,"1.1K Cordillera hospital workers vaccinated in 3 days
By Liza Agoot March 8, 2021, 6:26 pm
Share",Liza Agoot,"March 8, 2021, 6:26 pm","FIRST VACCINEE. Dr. Ricardo Runez Jr., chief of Baguio General Hospital and Medical Center (BGHMC), is the first to receive the Sinovac vaccine on Friday (March 5, 2021) during the regional rollout of the vaccination program in the Cordillera Administrative Region. BGHMC is the first hospital in the region that received the vaccine. (PNA photo by Liza T. Agoot) 
BAGUIO CITY – A total of 1,142 hospital workers in the three provinces of the Cordillera Administrative Region (CAR), including this city, have so far been vaccinated with Sinovac vaccine donated by China.
Data obtained from the regional vaccination operations center (RVOC) located at the regional office of the Department of Health-CAR, shows that as of 6 p.m. on Sunday, Baguio City has inoculated 693 hospitals workers of the Baguio General Hospital and Medical Center and Baguio Medical Center since the region rolled out the vaccination on Friday (March 5). The city was allotted with 2,520 doses of CoronaVac vaccines.
Benguet has vaccinated 138 hospital health workers as of Sunday evening after it received 1,100 vials of the vaccine on Friday. The 500 vials are allotted for Benguet General Hospital while 600 vials will be distributed to the different public and private medical facilities in the province.
Mountain Province started the inoculation rollout on Saturday after receiving 1,040 doses and has vaccinated 240 hospital workers.
Kalinga province which rolled out the vaccination on Sunday (March 7) has vaccinated 71 individuals.
Abra received 365 doses, Apayao with 960 doses, and Ifugao with 470.
The three provinces started their vaccination on Monday.
DOH-CAR received 7,800 doses of CoronaVac vaccines last Thursday.
Dr. Ruby Constantino, DOH-CAR regional director, said they hope to finish giving the vaccines to the initial batch of hospital health workers in five to seven days.
Out of 7,800 vaccines received by the region, it has a buffer stock of 470 doses to accommodate those in the priority sector who might change their minds and decide to take part in the vaccination program of the government. (PNA) 
  ",Philippines News Agency
49,https://www.pna.gov.ph/articles/1132959,"Stricter quarantine not necessary amid surge in Covid-19 cases
By Azer Parrocha March 8, 2021, 5:46 pm
Share",Azer Parrocha,"March 8, 2021, 5:46 pm","File photo
MANILA – There is no need to revert to a stricter community quarantine classification in Metro Manila despite surge in Covid-19 cases, Malacañang said Monday.
Presidential Spokesperson Harry Roque said a stricter quarantine status is not yet necessary since the country’s current healthcare capacity is able to handle the rise in Covid-19 cases.
“For the month of March, I don’t think it is called for. Bakit po? Kasi talagang datos po ang ating pinagbabasehan (Why? Because data is our basis),” he said in a Palace press briefing.
Citing data from the health department, Roque said 60 percent of 1,900 intensive care unit (ICU) beds are still available while 65 percent of 13,500 isolation beds remain unoccupied and 75 percent of 6,000 ward beds are also still vacant.
Roque emphasized the need for local government units (LGUs) to step up on their efforts to test, trace, and treat.
“Inaatasan na po natin ang lahat kasama na po ang ating mga lokal na pamahalaan na hindi lang paigtingin ang ating minimum health standards, ipatupad na po natin iyong ating institutional isolation ng mga nagkakasakit. Kinakailangan paigtingin na natin iyong ating tracing at kinakailangan i-isolate din natin iyong mga tao na nagkaroon na ng close contact at bigyan ng [polymerase chain reaction] test iyong mga taong nagkaroon na ng close contact (We direct the local governments not just to enhance the implementation of minimum health standards, but also implement institutional isolation of those infected. We need to enhance tracing and isolation of those with close contact and give PCR tests to those who have had close contract),” he said.
He said LGUs also have the power to impose localized or granular lockdowns in areas with a surge in Covid-19 cases.
“Iyong kalye, iyong bahay, iyong compound na mayroong mga maraming sakit, i-lockdown ninyo na po iyan dahil iyan po talaga ang ating istratehiya ngayon (Implement a lockdown in the street, house, compound with high cases because that’s really the strategy now),” he added.
Roque said the Philippine economy could not afford to revert to a stricter community status as many were going hunger and between jobs.
Former Health Secretary Manuel Dayrit, for his part, attributed the surge in Covid-19 cases to a drop in compliance with minimum health and safety standards.
""Ang tingin ko (I think) the surge is actually due to a drop in compliance, which we can fix, and also an increase in mobility. Diyan natin kailangan ibalanse (That’s what we need to balance) because we want to open the economy,” he said.
Roque appealed to the public not to get tired observing minimum health standards such as wearing of face masks and face shields, frequent hand-washing, and physical distancing.
“Aking pakiusap, huwag po kayong mapagod kasi ngayon ay nandito na ang bakuna, narito na iyong simula ng katapusan ng ating problema (Our appeal is, don’t get tired because the vaccine is here, this is the beginning of the end of our problem),” he said.
Roque, meanwhile, urged frontline medical workers to get vaccinated against Covid-19.
As of Monday, health authorities recorded 3,356 additional Covid-19 cases bringing the total number of cases in the country to 597,763. This is the fourth consecutive day that more than Covid-19 cases breached the 3,000 mark.
Recoveries reached 545,912 after six more people got well and five more deaths brought the death toll to 12,521.
The OCTA Research group on Sunday warned that the Philippines may see 6,000 new Covid-19 cases daily by March 31 if the surge is not managed.
Metro Manila, Apayao, Baguio City, Kalinga, Mountain Province, Batangas, Tacloban City, Iligan City, Davao City, and Lanao del Sur have been placed under the stricter general community quarantine (GCQ) until March 31. The rest of the country is already under most relaxed modified GCQ. (PNA)",Philippines News Agency
50,https://www.pna.gov.ph/articles/1132907,"Gov’t eyes to vaccinate 50M Filipinos this year: Dizon    
By Ernie Esconde March 8, 2021, 5:05 pm
Share",Ernie Esconde,"March 8, 2021, 5:05 pm","CEREMONIAL VACCINATION. Officials of the Bataan General Hospital and Medical Center receive the first dose of Sinovac vaccines in a ceremonial inoculation held on Monday (March 8, 2021). A total of 417 out of 2,680 doses of Sinovac vaccines allocated for Bataan were delivered to the province on Saturday. (Photo by Ernie Esconde)
BALANGA CITY, Bataan – The government targets to inoculate about half of the country's total population against the coronavirus disease (Covid-19) this year, Secretary Vivencio Dizon, deputy chief implementer of the National Task Force Against Covid-19, said on Monday.
Dizon came here to witness the first inoculation with Sinovac vaccines of top officials of the Bataan General Hospital and Medical Center (BGHMC) led by its director, Dr. Ria Baltazar.
“Mga 50 million people ang target natin this year na mabakunahan (Our target is around 50 million people to be vaccinated this year),” he said in his speech, as he noted the rise in Covid-19 cases in some parts of the country and what government is doing to curb further spread of the virus.
“Tuluy-tuloy lang ang ating mga interventions, preventions, pagte-testing, tracing, isolation at pagti-treat pero kasabay niyan ngayon mayroon tayong dagdag na proteksyon, yong pagbabakuna natin (Our interventions, preventions, testing, tracing, isolation and treatment are continuous but, at the same time, we now have extra protection, our vaccinations,” Dizon said.
Cases of other variants of the virus are rising in Metro Manila so there is a need to strengthen the intervention, he noted.
He reminded the public to continue observing the minimum health standards such as the washing of hands, wearing of face masks and physical distancing.
“Kailangan mas mabilis ma-roll out ang mga bakuna natin lalo na sa mga health care workers para kapag naospital ang mga positive sa Covid-19 ay protektado sila (We need to roll out our vaccines faster, especially for health care workers so that when those who tested positive for Covid-19 are hospitalized, they are protected),” Dizon added.
He could not give the exact number of those already vaccinated, saying the Department of Health (DOH) will provide the update.
Dizon also said more vaccines against Covid-19 will be arriving in the country in the next few weeks and months.
He said that as more vaccines arrive, Bataan should be given priority in inoculation, being a major industrial and marine travel site “para masiguro na tuluy-tuloy ang pag-andar ng ekonomiya (to ensure the continuous operation of our economy).”
Dizon also gave tribute to health care workers, adding that the supply of AstraZeneca vaccines should be reserved for the elderly in the sector.
“Kayo ang frontliner, kayo ang ating mga bayani at nararapat lamang na kayo ang unang-unang tatanggap ng bakuna kaya maraming-maraming salamat sa inyong sakripisyo at ito ay galing sa ating mahal ng Pangulo na lahat nang dumating regardless sa kung anong brand yan, lahat ng unang darating na bakuna sa Pilipinas ay para sa inyo (You are the front-liners, you are our heroes and you deserve to be the first to receive the vaccine. So, thank you very much for your sacrifices and these came from our dear President regardless of what brand it is. All the vaccines that are first to arrive are all for you),” he said.
Dizon asked DOH-Region 3 (Central Luzon) director Cesar Cassion to reserve the AstraZeneca vaccines for health workers in Bataan.
He also described the present mood of health workers amid the start of vaccination as different from last year’s when the deadly virus started to adversely affect the country.
“Ngayong araw na ito ay iba na ang nakikita sa mga health workers. Nakangiti na sila at kitang-kita na imbes mukha ng takot ay mukha na ng pag-asa ang makikita sa mga mukha nila. Kaya napakalaki ng simbolo na sila ang unang-unang babakunahan ng mga unang bakuna na dumating nitong nakaraang mga araw (Today, what we are seeing is different with the health workers. They are already smiling and it is obvious that instead of a face of fear, a face of hope could be seen. So, it is a huge symbol that they are the first to be inoculated with the vaccines that came out in recent days,” Dizon said.
He noted that he was inoculated with the Sinovac vaccine, which had no adverse effect on him. He said the vaccine from China is safe and urged everyone to take it.
Dizon, together with Bataan Governor Albert Garcia, Rep. Jose Enrique Garcia III and Mayors Francis Garcia of Balanga City and Gila Garcia of Dinalupihan also inspected the Bataan People’s Center that will serve as the province's mass vaccination center. (PNA)
 ",Philippines News Agency
51,https://www.pna.gov.ph/articles/1132935,"Velasco calls for vigilance as Covid-19 cases rise
By Filane Mikee Cervantes March 8, 2021, 4:56 pm
Share",Filane Mikee Cervantes,"March 8, 2021, 4:56 pm","House Speaker Lord Allan Velasco (file photo)
MANILA – House Speaker Lord Allan Velasco on Monday urged Filipinos to be more vigilant amid the uptick in cases of the coronavirus disease (Covid-19) across Metro Manila.
In a statement, Velasco said Filipinos must continue to follow public health protocols until the country has been broadly immunized to prevent further transmission of Covid-19.
“While we understand that more businesses are reopening and people want to resume normal activities, we have to maintain our health protocols until the Covid-19 threat is effectively addressed by our vaccination program,” Velasco said.
Velasco cited OCTA Research projection that the country may post up to 6,000 new Covid-19 cases per day by the end of March.
He said the additional cases in the country reached over 3,000 for three straight days since Friday.
The arrival of the vaccine in the country and its rollout should not be a reason to “let our guard down,” he added.
“We have to wait until such time a greater number of Filipinos are vaccinated and herd immunity has been achieved,” he said.
He said the recently-signed Covid-19 Vaccination Program Act of 2021 would put the country in a better position to defeat the virus and protect the health of its 110 million people.
The law expedites the purchase and administration of Covid-19 vaccines and sets up an indemnity fund to compensate individuals who will experience adverse effects after vaccination.
“This landmark legislation was designed to fast-track the procurement and administration of the life-saving vaccine against the deadly coronavirus to a greater number of Filipinos,” he said. (PNA)",Philippines News Agency
52,https://www.pna.gov.ph/articles/1132915,"Over 5K military medical front-liners vaccinated so far
By Priam Nepomuceno March 8, 2021, 4:40 pm
Share",Priam Nepomuceno,"March 8, 2021, 4:40 pm","COVID JAB. Department of Health Secretary Francisco Duque III administers the Covid-19 vaccine to Col. Fatima Claire Navarro at the V. Luna Medical Center in Quezon City to kick-off the country’s vaccination rollout on March 1, 2021. Navy Capt. Jonathan Zata, Armed Forces of the Philippines public affairs office chief, on Monday (March 8) said at least 5,293 medical front-liners of the AFP have been vaccinated so far with Sinovac vaccines. (Photo by Priam Nepomuceno)
MANILA – At least 5,293 medical front-liners of the Armed Forces of the Philippines (AFP) have been inoculated so far with the Sinovac Biotech's CoronaVac vaccines as many have responded to the call, AFP public affairs office chief Navy Capt. Jonathan Zata said on Monday.
Zata said the vaccinees came mostly from military treatment facilities (MTFs) in the National Capital Region (NCR) and the 4th Infantry Division in Cagayan De Oro.
""Mainly from the MTFs of the NCR and 4th Infantry Division. Other MTFs (from the Unified Command) will be starting today (Monday),"" he said.
Vaccination of military health front-liners started on March 1, a day after the 600,000 doses of Sinovac vaccine donated by China arrived in the country.
The exact number of vaccinees per MTF is still being collated as of this time, Zata said.
MTFs located in Metro Manila include the Victoriano Luna Medical Center and the Camp General Emilio Aguinaldo Station Hospital, both in Quezon City; Manila Naval Hospital and the Philippine Army General Hospital, both in Taguig and the Philippine Air Force General Hospital in Pasay City.
On Sunday, Philippine Air Force (PAF) spokesperson Lt. Col. Maynard P. Mariano said the air force is committed to transporting the Covid-19 vaccines in different parts of the country.
“Rest assured, the PAF will be relentless in transporting vaccines as the government's workhorse and is one with the nation in the fight against Covid-19,"" he said.
The PAF delivered 5,260 vials of Sinovac Covid-19 vaccines to Puerto Princesa City, Palawan on March 5 via a C-295 medium transport aircraft.
""Upon its arrival at Antonio Bautista Air Base, the vaccines were turned-over by Presidential Executive Secretary Salvador Medialdea to Palawan Governor Jose Chaves Alvarez and subsequently to DOH (Department of Health) Palawan Representative Dr. Peter Cumareng,"" Mariano said.
He said the vaccines will be administered to the medical health front-liners of various hospitals in Palawan.
Police health front-liners
Meanwhile, all police health front-liners in Metro Manila have been vaccinated with CoronaVac vaccines, Philippine National Police (PNP) chief Gen. Debold Sinas said Monday.
In a media interview, Sinas said the PNP received 1,400 for its police health workers in NCR.
He said the medical front-liners are from the PNP headquarters in Camp Crame, Quezon, and the National Capital Region Police Office (NCRPO) in Camp Bagong Diwa, Taguig.
He said they are still waiting for the Inter-Agency Task Force for the Management of Emerging Diseases’ (IATF-EID) guidance if the PNP will also be given allocation from the 525,600 doses of AstraZeneca vaccines that arrived in two batches through the COVAX Facility on March 4 and 7.
""Wala pa sila guidance as to the AstraZeneca. We are waiting, baka within this week baka mabigyan na po kami. Again ang instructions naman na nilabas ng IATF unahin po yung mga priority then kasama po kami doon (There is still no guidance as to the AstraZeneca. We are waiting, hopefully this week we will be given. Again the instructions of the IATF is to vaccine first those in the priority list including us),"" he added.
Sinas said other Police Regional Offices like Davao and Calabarzon have also started the vaccination rollout for their health workers.
“Hopefully we could reach 80 to 90 percent and marami naman pong mga tao namin ang nagrerespond and we are waiting from the government kung sino po ang bibigyan. (many of our men are responding and we are waiting from the government if who will be vaccinated next),” Sinas said. (With reports from Lloyd Caliwan/PNA)",Philippines News Agency
